Pleknaam	Historical Name	(GvH) Opmerking	(GvH) Wisselvorme	(GvH) Land	Province	(GvH) Kategorie	Description	latitude	longitude
Sediba				RSA	Free State	Dorp	Town	-29.0252777777778	26.9430555555556
Sekhukhune				RSA	Limpopo	Dorp	Group of huts	-24.4355555555556	29.8480555555556
Sekhutlong				RSA	Limpopo	Township	Kop	-24.5502777777778	29.9361111111111
Sekhutlong				RSA	Free State	Township	Group of huts	-29.1588888888889	26.9377777777778
Sekhutlong				RSA	Eastern Cape	Township	Town	-30.2291666666667	28.5566666666667
Sekhutlong				RSA	Limpopo	Township	Group of huts	-24.5533333333333	29.9297222222222
Selborne				RSA	Eastern Cape	Nedersetting	Urban Area	-32.9869444444444	27.8961111111111
Selborne				RSA	Eastern Cape	Nedersetting	Station	-33.5094444444444	25.6597222222222
Selby				RSA	Gauteng	Voorstad		-26.2133333333333	28.0402777777778
Senderwood				RSA	Gauteng	Voorstad	Town	-26.1555555555556	28.1238888888889
Senekal				RSA	Free State	Dorp	Station	-28.3277777777778	27.6361111111111
Senekal				RSA	Free State	Dorp	Town	-28.3169444444444	27.6225
Senwabarwana				RSA	Limpopo	Dorp	Non Perennial	-23.2538888888889	29.0880555555556
Senwabarwana				RSA	Limpopo	Dorp	Town	-23.234694	29.820896
Senwamokgope				RSA	Limpopo	Dorp	Group of huts	-23.4097222222222	30.1522222222222
Senwamokgope				RSA	Limpopo	Dorp	Mouth	-23.4086111111111	30.1963888888889
Sepanapudi				RSA	Limpopo	Dorp	Group of huts	-23.8330555555556	29.1286111111111
Sepanapudi				RSA	Limpopo	Dorp	Group of huts	-24.2655555555556	29.4761111111111
Seplan				RSA	Eastern Cape	Nedersetting	Mouth	-31.6466666666667	27.4605555555556
Seshego				RSA	Limpopo	Township	Town	-23.8494444444444	29.3894444444444
Severn				RSA	Northern Cape	Dorp	Town	-26.5894444444444	22.8588888888889
Seymour				RSA	Eastern Cape	Dorp	Station	-32.5519444444444	26.7641666666667
Seymour				RSA	Eastern Cape	Dorp	Town	-32.5555555555556	26.7661111111111
Sezela				RSA	KwaZulu-Natal	Dorp	Town	-30.4069444444444	30.6791666666667
Sezela				RSA	KwaZulu-Natal	Dorp	Station	-30.4080555555556	30.6819444444444
Sezela				RSA	KwaZulu-Natal	Dorp	Mouth	-30.4138888888889	30.6780555555556
Shaka's Rock				RSA	KwaZulu-Natal	Dorp	Town	-29.5088888888889	31.2327777777778
Shark Bay				RSA		Baai	Bay	-29.4422222222222	31.2927777777778
Sharpeville				RSA	Gauteng	Township	Town	-26.685	27.8758333333333
Shelly Beach				RSA	KwaZulu-Natal	Dorp	Town	-30.7991666666667	30.4152777777778
Shelly Beach				RSA	KwaZulu-Natal	Dorp	Sandy Area	-30.8061111111111	30.4127777777778
Shelly Beach				RSA	Western Cape	Dorp	Sandy Area	-33.7980555555556	18.3586111111111
Shelly Beach				RSA		Dorp	Coastline	-34.1663888888889	18.4330555555556
Shelly Beach				RSA	Western Cape	Dorp	Sandy Area	-34.39	21.4216666666667
Sherwood				RSA	KwaZulu-Natal	Voorstad	Town	-29.8288888888889	30.9772222222222
Sherwood				RSA	Western Cape	Voorstad	Urban Area	-33.5547222222222	18.4955555555556
Sherwood				RSA	Eastern Cape	Voorstad	Urban Area	-33.9566666666667	25.4794444444444
Shotoni	Shotong			RSA	Limpopo	Dorp	Village	-23.62	30.37
Sibasa				RSA	Limpopo	Dorp	Town	-22.9430555555556	30.4666666666667
Sibayeni				RSA	Mpumalanga	Township	Town	-25.6702777777778	31.8638888888889
Sidesaviwa				RSA	Western Cape	Township	Urban Area	-32.3638888888889	22.5825
Sidlamafa				RSA	Mpumalanga	Nedersetting	Town	-25.6622222222222	31.6822222222222
Sidutyini				RSA	Eastern Cape	Plek	Group of huts	-32.1333333333333	27.89
Sigangeni				RSA	Eastern Cape	Nedersetting	Area	-32.8975	26.8
Sigangeni				RSA	KwaZulu-Natal	Nedersetting	Group of huts	-27.8997222222222	31.6777777777778
Sigangeni				RSA	Eastern Cape	Nedersetting	Group of huts	-31.7483333333333	27.9608333333333
Sigangeni				RSA	Eastern Cape	Nedersetting	Kop	-31.7527777777778	27.9572222222222
Sigangeni				RSA	Eastern Cape	Nedersetting	Group of huts	-31.6088888888889	28.1794444444444
Sigangeni				RSA	Eastern Cape	Nedersetting	Group of huts	-31.7097222222222	28.0225
Sigangeni				RSA	Eastern Cape	Nedersetting	Group of huts	-31.6272222222222	28.2375
Sigonde				RSA	Limpopo	Dorp	Settlement	-22.3666667	30.7166667
Sihobotini				RSA	Eastern Cape	Nedersetting	Group of huts	-32.0027777777778	27.8169444444444
Sihota				RSA	Eastern Cape	Nedersetting	Station	-32.5113888888889	27.9769444444444
Sikhobeni				RSA	Eastern Cape	Plek	Group of huts	-32.3269444444445	27.8886111111111
Siloam				RSA	Limpopo	Dorp	Town	-22.8780555555556	30.2655555555556
Siloam				RSA	North West	Dorp	Station	-27.3313888888889	24.8797222222222
Silobela				RSA	Mpumalanga	Township	Town	-26.0863888888889	30.1163888888889
Silverton				RSA	Gauteng	Voorstad	Urban Area	-25.7283333333333	28.3047222222222
Silverton				RSA	Gauteng	Voorstad	Station	-25.7269444444444	28.2977777777778
Silverton				RSA	Eastern Cape	Voorstad	Group of huts	-31.6172222222222	28.8216666666667
Simondium				RSA	Western Cape	Dorp	Urban Area	-33.8380555555556	18.9611111111111
Simondium				RSA	Western Cape	Dorp	Station	-33.8341666666667	18.9541666666667
Simonsbaai				RSA		Baai	Bay	-34.1908333333333	18.4438888888889
Simonstad				RSA		Dorp	Harbour	-34.1875	18.4388888888889
Simozomeni				RSA	KwaZulu-Natal	Township	Group of huts	-29.9208333333333	30.2186111111111
Singeni				RSA	Eastern Cape	Nedersetting	Group of huts	-32.4469444444444	28.6466666666667
Singeni				RSA	KwaZulu-Natal	Nedersetting	Mouth	-27.2997222222222	32.0738888888889
Singeni				RSA	KwaZulu-Natal	Nedersetting	Area	-27.3058333333333	32.0694444444445
Singeni				RSA	KwaZulu-Natal	Nedersetting	Kop	-28.2252777777778	31.9041666666667
Singeni				RSA	Eastern Cape	Nedersetting	Group of huts	-31.9386111111111	28.0869444444444
Singeni				RSA	Eastern Cape	Nedersetting	Group of huts	-31.8247222222222	28.1905555555556
Singeni				RSA	Eastern Cape	Nedersetting	Group of huts	-31.8261111111111	28.2938888888889
Sinqumeni				RSA	Eastern Cape	Township	Group of huts	-31.9861111111111	28.2544444444444
Sinqumeni				RSA	Eastern Cape	Township	Perennial	-32.0219444444444	28.2383333333333
Sinqumeni				RSA	Eastern Cape	Township	Mouth	-33.1930555555556	26.9608333333333
Sinqumeni				RSA	Eastern Cape	Township	Non Perennial	-33.1825	27.0058333333333
Sinqumeni				RSA	Eastern Cape	Township	Mouth	-31.4077777777778	28.2233333333333
Siyabuswa				RSA	Mpumalanga	Township	Town	-25.1133333333333	29.0561111111111
Siyathuthuka				RSA	Mpumalanga	Township	Town	-25.675	29.9916666666667
Skeerpoort				RSA	North West	Dorp	Station	-25.8138888888889	27.7533333333333
Skeerpoort				RSA	North West	Dorp	Kloof	-25.8105555555556	27.8016666666667
Skipskop				RSA	Western Cape	Dorp	Urban Area	-34.5561111111111	20.4077777777778
Skoenmakerskop				RSA	Eastern Cape	Dorp	Town	-34.0402777777778	25.5405555555556
Skulpbaai				RSA		Baai	Bay	-33.7997222222222	18.4575
Skulpbaai				RSA	Western Cape	Baai	Bay	-31.3991666666667	17.9472222222222
Slangrivier				RSA	Free State	Dorp	Mouth	-27.3372222222222	29.0241666666667
Slangrivier				RSA	KwaZulu-Natal	Dorp	Mouth	-27.4427777777778	30.2647222222222
Slangrivier				RSA	Northern Cape	Dorp	Mouth	-28.7186111111111	20.5055555555556
Slangrivier				RSA	Eastern Cape	Dorp	Perennial	-31.4183333333333	27.8363888888889
Slangrivier				RSA	Eastern Cape	Dorp	Mouth	-33.9777777777778	23.7672222222222
Slangrivier				RSA	Western Cape	Dorp	Perennial	-34.1075	19.8138888888889
Slangrivier				RSA	Western Cape	Dorp	Perennial	-34.5152777777778	19.6397222222222
Slangrivier				RSA	Western Cape	Dorp	Urban Area	-34.1372222222222	20.8616666666667
Slangrivier				RSA	Western Cape	Dorp	Mouth	-34.3661111111111	20.7133333333333
Slangrivier				RSA	Eastern Cape	Dorp	Mouth	-34.1722222222222	24.6513888888889
Slangspruit				RSA	KwaZulu-Natal	Voorstad	Group of huts	-29.6836111111111	30.3611111111111
Slangspruit				RSA	KwaZulu-Natal	Voorstad	Mouth	-29.655	30.3602777777778
Slangspruit				RSA	Free State	Voorstad	Mouth	-28.0569444444444	28.5311111111111
Slangspruit				RSA	Free State	Voorstad	Non Perennial	-28.3569444444444	29.3622222222222
Slangspruit				RSA	KwaZulu-Natal	Voorstad	Town	-29.6597222222222	30.3552777777778
Smithfield				RSA	Free State	Dorp	Town	-30.2172222222222	26.5302777777778
Smitswinkelbaai				RSA	Western Cape	Baai	Bay	-33.0183333333333	17.9477777777778
Smitswinkelbaai				RSA		Baai	Bay	-34.2638888888889	18.475
Sobabili				RSA	KwaZulu-Natal	Nedersetting	Group of huts	-29.0702777777778	29.6997222222222
Sobantu				RSA	KwaZulu-Natal	Township	Town	-29.5958333333333	30.4244444444444
Soekmekaar				RSA	Limpopo	Dorp	Town	-23.495	29.9316666666667
Soekmekaar				RSA	Limpopo	Dorp	Station	-23.4925	29.9255555555556
Soetap				RSA	Northern Cape	Gebied	Area	-28.7822222222222	20.6955555555556
Soldatebos				RSA	Western Cape	Nedersetting	Area	-33.9944444444444	18.3555555555556
Somerset				RSA	Mpumalanga	Gebied-Dorp	Group of huts	-24.9136111111111	31.3697222222222
Somphalali		"Voorgestelde naamsverandering vir Kwaggafontein D wat in 1005 goedgekeur is"		RSA	Mpumalanga	Nedersetting	Settlement	-25.3	28.9333
Sonop				RSA	North West	Dorp	Town	-25.6469444444444	27.695
South Hills				RSA	Gauteng	Voorstad	Town	-26.2530555555556	28.0894444444444
Southbroom				RSA	KwaZulu-Natal	Dorp	Town	-30.9138888888889	30.3275
Soutkuil				RSA	Western Cape	Nedersetting	Area	-34.2602777777778	19.8694444444444
Soutpan				RSA	Western Cape	Dorp		-34.7272222222222	19.925
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-34.3722222222222	20.6255555555556
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-34.2569444444444	20.8736111111111
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-34.3127777777778	21.8497222222222
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-34.3238888888889	21.8691666666667
Soutpan				RSA	Limpopo	Dorp		-22.96	29.3352777777778
Soutpan				RSA	Limpopo	Dorp	Non_Perennial	-23.8997222222222	27.3675
Soutpan				RSA	North West	Dorp	Non_Perennial	-26.9019444444444	24.1658333333333
Soutpan				RSA	North West	Dorp	Non_Perennial	-26.5683333333333	24.875
Soutpan				RSA	North West	Dorp		-26.9077777777778	25.355
Soutpan				RSA	North West	Dorp	Non_Perennial	-26.775	25.3061111111111
Soutpan				RSA	Northern Cape	Dorp	Dry	-27.1083333333333	20.4408333333333
Soutpan				RSA	North West	Dorp		-27.7419444444444	25.3255555555556
Soutpan				RSA	North West	Dorp	Non_Perennial	-27.5594444444444	25.7225
Soutpan				RSA	Free State	Dorp	Non_Perennial	-28.4936111111111	25.3
Soutpan				RSA	Free State	Dorp	Non_Perennial	-28.9652777777778	25.5163888888889
Soutpan				RSA	Free State	Dorp	Non_Perennial	-28.7305555555556	26.0744444444444
Soutpan				RSA	Free State	Dorp	Town	-28.7186111111111	26.0638888888889
Soutpan				RSA	Northern Cape	Dorp	Non_Perennial	-29.35	16.9547222222222
Soutpan				RSA	Northern Cape	Dorp	Non_Perennial	-29.2927777777778	23.5025
Soutpan				RSA	Northern Cape	Dorp	Non_Perennial	-29.6994444444444	23.2013888888889
Soutpan				RSA	Northern Cape	Dorp	Non_Perennial	-30.4475	22.8541666666667
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-31.2375	17.8702777777778
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-31.71	18.2063888888889
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-31.9580555555556	18.3063888888889
Soutpan				RSA	Eastern Cape	Dorp	Non_Perennial	-31.6775	25.6825
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-32.8277777777778	18.1980555555556
Soutpan				RSA	Western Cape	Dorp	Non_Perennial	-33.2372222222222	18.3963888888889
Soutpan				RSA	Western Cape	Dorp		-34.4102777777778	19.1594444444444
Soutrivier				RSA	Northern Cape	Voorstad	Mouth	-32.61	20.49
Soutrivier				RSA	Western Cape	Voorstad	Mouth	-32.4388888888889	23.0388888888889
Soutrivier				RSA	Eastern Cape	Voorstad	Non Perennial	-32.8213888888889	23.1088888888889
Soutrivier				RSA	Eastern Cape	Voorstad	Non Perennial	-32.4227777777778	24.2591666666667
Soutrivier				RSA	Western Cape	Voorstad	Perennial	-33.7133333333333	18.4444444444444
Soutrivier				RSA	Western Cape	Voorstad	Urban Area	-33.9319444444444	18.4655555555556
Soutrivier				RSA	Western Cape	Voorstad	Station	-33.9269444444444	18.4644444444444
Soutrivier				RSA	Eastern Cape	Voorstad	Mouth	-33.0161111111111	23.4608333333333
Soutrivier				RSA	Western Cape	Voorstad	Perennial	-33.9827777777778	23.5330555555556
Soutrivier				RSA	Western Cape	Voorstad	Non Perennial	-34.2472222222222	19.8638888888889
Soutrivier				RSA	Western Cape	Voorstad	Single Perennial	-34.2672222222222	19.7627777777778
Soutrivier				RSA	Western Cape	Voorstad	Perennial	-34.4138888888889	20.3083333333333
Soutrivier				RSA	Western Cape	Voorstad	Area	-34.0263888888889	23.0383333333333
Soutrivier				RSA	Limpopo	Voorstad	Mouth	-23.6627777777778	31.0877777777778
Soutrivier				RSA	North West	Voorstad	Mouth	-25.8752777777778	27.3066666666667
Soutrivier				RSA	Northern Cape	Voorstad	Mouth	-28.7430555555556	21.0327777777778
Soutrivier				RSA	Northern Cape	Voorstad	Mouth	-29.6172222222222	17.5297222222222
Soutrivier				RSA	Northern Cape	Voorstad	Mouth	-29.6305555555556	21.2486111111111
Soutrivier				RSA	Western Cape	Voorstad	Non Perennial	-30.7147222222222	18.7205555555556
Soutrivier				RSA	Northern Cape	Voorstad	Mouth	-30.2466666666667	19.8805555555556
Soutrivier				RSA	Northern Cape	Voorstad	Non Perennial	-30.6097222222222	21.26
Soutrivier				RSA	Western Cape	Voorstad	Mouth	-31.245	17.8494444444444
Soutrivier				RSA	Western Cape	Voorstad	Non Perennial	-31.5311111111111	18.5555555555556
Soutrivier				RSA	Northern Cape	Voorstad	Mouth	-31.5861111111111	19.2788888888889
Soutrivier				RSA	Northern Cape	Voorstad	Mouth	-31.3486111111111	21.2375
Soutrivier				RSA	Northern Cape	Voorstad	Mouth	-31.5577777777778	21.5894444444444
Soutrivier				RSA	Western Cape	Voorstad	Mouth	-32.9586111111111	18.3813888888889
Soweto				RSA	Gauteng	Stad	Urban Area	-26.2227777777778	27.89
Sparks				RSA	KwaZulu-Natal	Voorstad	Town	-29.835	30.9772222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.1825	25.9488888888889
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.7030555555556	25.3147222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.5072222222222	25.2683333333333
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.7611111111111	25.0016666666667
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.57	25.5080555555556
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.6313888888889	26.1808333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-34.0938888888889	18.3977777777778
Spitskop				RSA	Western Cape	Dorp	Kop	-34.3316666666667	18.8913888888889
Spitskop				RSA	Western Cape	Dorp	Kop	-34.1133333333333	19.4797222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-34.3944444444444	19.5502777777778
Spitskop				RSA	Western Cape	Dorp	Kop	-34.6022222222222	19.5097222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-34.2863888888889	20.2136111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-34.3063888888889	20.3544444444444
Spitskop				RSA	Western Cape	Dorp	Kop	-34.2722222222222	20.2611111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-34.1413888888889	20.6658333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-34.0969444444444	20.7977777777778
Spitskop				RSA	Western Cape	Dorp	Kop	-34.0966666666667	21.1963888888889
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7616666666667	21.8738888888889
Spitskop				RSA	Western Cape	Dorp	Kop	-33.9080555555556	21.8155555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-33.0619444444444	22.2330555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-33.4008333333333	22.0013888888889
Spitskop				RSA	Western Cape	Dorp	Kop	-33.2927777777778	22.1705555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-33.3894444444444	22.41
Spitskop				RSA	Western Cape	Dorp	Kop	-33.3327777777778	22.6227777777778
Spitskop				RSA	Western Cape	Dorp	Kop	-33.4783333333333	22.5572222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7986111111111	22.9380555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-33.8488888888889	22.8483333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.8141666666667	22.9741666666667
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.2216666666667	23.0111111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-33.4636111111111	23.1216666666667
Spitskop				RSA	Western Cape	Dorp	Kop	-33.5008333333333	23.0372222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7430555555556	23.2083333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7688888888889	23.14
Spitskop				RSA	Western Cape	Dorp	Kop	-33.9236111111111	23.1186111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-33.84	23.1011111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-33.9	23.4005555555556
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.8736111111111	23.7433333333333
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.2277777777778	25.2044444444444
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.2336111111111	25.3994444444444
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.3358333333333	25.0997222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.1016666666667	25.7680555555556
Spitskop				RSA	Eastern Cape	Dorp	Kop	-33.1444444444444	25.8283333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.0119444444444	18.765
Spitskop				RSA	Western Cape	Dorp	Kop	-33.9505555555556	18.9919444444444
Spitskop				RSA	Western Cape	Dorp	Kop	-33.2708333333333	19.6308333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.2780555555556	19.9555555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-33.5927777777778	19.4797222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7794444444444	19.0405555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7730555555556	19.0786111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-33.9622222222222	19.2966666666667
Spitskop				RSA	Western Cape	Dorp	Kop	-33.8730555555556	19.8408333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.9572222222222	19.95
Spitskop				RSA	Western Cape	Dorp	Kop	-33.77	19.7811111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-33.0569444444444	20.5991666666667
Spitskop				RSA	Western Cape	Dorp	Kop	-33.3555555555556	20.5177777777778
Spitskop				RSA	Western Cape	Dorp	Kop	-33.5477777777778	20.4163888888889
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7569444444444	20.1661111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7819444444444	20.0416666666667
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7911111111111	20.2322222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7152777777778	20.5408333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.7238888888889	20.7841666666667
Spitskop				RSA	Western Cape	Dorp	Kop	-33.9533333333333	20.8683333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.4294444444444	21.7008333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.5133333333333	21.1958333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-33.8141666666667	21.0875
Spitskop				RSA	Western Cape	Dorp	Kop	-33.9405555555556	21.4705555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-33.8830555555556	21.2875
Spitskop				RSA	Western Cape	Dorp	Kop	-32.2255555555556	22.9269444444444
Spitskop				RSA	Western Cape	Dorp	Kop	-32.315	22.5194444444444
Spitskop				RSA	Western Cape	Dorp	Kop	-32.9555555555556	22.0302777777778
Spitskop				RSA	Western Cape	Dorp	Kop	-32.9283333333333	22.7825
Spitskop				RSA	Western Cape	Dorp	Kop	-32.2316666666667	23.3327777777778
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.345	23.4575
Spitskop				RSA	Western Cape	Dorp	Kop	-32.0077777777778	23.9408333333333
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.1513888888889	24.2472222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.4027777777778	24.3372222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.1266666666667	24.7641666666667
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.3341666666667	24.6411111111111
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.7661111111111	24.1463888888889
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.3752777777778	25.3461111111111
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.1125	25.7922222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.3063888888889	25.6694444444444
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.3627777777778	25.5513888888889
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.2983333333333	25.9633333333333
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.7369444444444	25.2602777777778
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.6925	25.9005555555556
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.6013888888889	25.9947222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.0433333333333	26.0652777777778
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.0052777777778	26.1513888888889
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.1752777777778	26.2533333333333
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.1811111111111	26.4827777777778
Spitskop				RSA	Eastern Cape	Dorp	Kop	-32.8533333333333	26.3144444444444
Spitskop				RSA	Western Cape	Dorp	Kop	-32.1241666666667	18.8991666666667
Spitskop				RSA	Western Cape	Dorp	Kop	-32.355	18.9575
Spitskop				RSA	Western Cape	Dorp	Kop	-32.5172222222222	18.8130555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-32.1588888888889	19.4283333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-32.285	19.2452777777778
Spitskop				RSA	Northern Cape	Dorp	Kop	-32.3130555555556	19.6908333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-32.5708333333333	19.0544444444444
Spitskop				RSA	Western Cape	Dorp	Kop	-32.9641666666667	19.3361111111111
Spitskop				RSA	Northern Cape	Dorp	Kop	-32.0394444444444	20.7927777777778
Spitskop				RSA	Northern Cape	Dorp	Kop	-32.3544444444444	20.99
Spitskop				RSA	Northern Cape	Dorp	Kop	-32.265	20.8347222222222
Spitskop				RSA	Northern Cape	Dorp	Kop	-32.8369444444444	20.4788888888889
Spitskop				RSA	Western Cape	Dorp	Kop	-32.7238888888889	20.9772222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-32.945	20.5197222222222
Spitskop				RSA	Northern Cape	Dorp	Kop	-32.1061111111111	21.4497222222222
Spitskop				RSA	Northern Cape	Dorp	Kop	-32.3063888888889	21.2986111111111
Spitskop				RSA	Western Cape	Dorp	Kop	-32.2908333333333	21.5505555555556
Spitskop				RSA	Western Cape	Dorp	Kop	-32.3702777777778	21.8175
Spitskop				RSA	Western Cape	Dorp	Kop	-32.6105555555556	21.2472222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-32.7488888888889	21.3172222222222
Spitskop				RSA	Western Cape	Dorp	Kop	-32.5247222222222	21.3591666666667
Spitskop				RSA	Western Cape	Dorp	Kop	-32.9791666666667	21.5705555555556
Spitskop				RSA	Northern Cape	Dorp	Kop	-32.0158333333333	22.0208333333333
Spitskop				RSA	Western Cape	Dorp	Kop	-32.2758333333333	22.1775
Spitskop				RSA	Western Cape	Dorp	Kop	-32.0530555555556	22.7519444444444
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.0216666666667	22.2277777777778
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.0308333333333	22.3891666666667
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.2930555555556	22.0152777777778
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.27	22.2041666666667
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.0313888888889	22.6055555555556
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.0658333333333	22.9330555555556
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.8366666666667	22.1536111111111
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.6652777777778	22.6494444444444
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.5452777777778	22.9675
Spitskop				RSA	Western Cape	Dorp	Kop	-31.9397222222222	22.51
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.2833333333333	23.1591666666667
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.1055555555556	23.87
Spitskop				RSA	Western Cape	Dorp	Kop	-31.9616666666667	23.4852777777778
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.0444444444444	24.4638888888889
Spitskop				RSA	Northern Cape	Dorp	Kop	-31.4863888888889	24.5422222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.6638888888889	24.6822222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.2897222222222	25.3213888888889
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.0133333333333	25.5188888888889
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.3583333333333	25.8197222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.9308333333333	25.0511111111111
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.4063888888889	26.9894444444444
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.5763888888889	26.0133333333333
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.1691666666667	27.6108333333333
Spitskop				RSA	Eastern Cape	Dorp	Kop	-31.2013888888889	27.8725
Spitskop				RSA	Western Cape	Dorp	Kop	-32.0958333333333	18.6316666666667
Spitskop				RSA	Eastern Cape	Dorp	Kop	-30.6066666666667	26.1122222222222
Spitskop				RSA	Free State	Dorp	Kop	-30.53	26.2522222222222
Spitskop				RSA	Eastern Cape	Dorp	Kop	-30.9233333333333	26.7363888888889
Spitskop				RSA	Free State	Dorp	Kop	-30.225	27.155
Spitskop				RSA	Eastern Cape	Dorp	Kop	-30.7169444444444	27.1013888888889
Spitskop				RSA	Eastern Cape	Dorp	Kop	-30.5097222222222	27.4175
Spitskop				RSA	Eastern Cape	Dorp	Kop	-30.9144444444444	27.2083333333333
Spitskop				RSA	KwaZulu-Natal	Dorp	Kop	-30.3386111111111	29.4986111111111
Spitskop				RSA	KwaZulu-Natal	Dorp	Kop	-30.3011111111111	29.5180555555556
