Pleknaam	Historical Name	(GvH) Opmerking	(GvH) Wisselvorme	(GvH) Land	Province	(GvH) Kategorie	Description	latitude	longitude
Grootfontein				NAM	Northern Cape	Dorp	Area	-30.4008333333333	17.8711111111111
Grootfontein				NAM	Eastern Cape	Dorp	Kloof	-33.0483333333333	26.5572222222222
Grootmis				RSA	Northern Cape	Nedersetting	Town	-29.6505555555556	17.0841666666667
Grootmis				RSA	Eastern Cape	Nedersetting	Kop	-32.9527777777778	25.2258333333333
Grootvlei				RSA	Gauteng	Dorp	Marsh Vlei	-25.9161111111111	28.3686111111111
Grootvlei				RSA	Mpumalanga	Dorp	Town	-26.7597222222222	28.4841666666667
Grootvlei				RSA	Mpumalanga	Dorp	Station	-26.7891666666667	28.5144444444444
Grootvlei				RSA	Free State	Dorp	Marsh Vlei	-27.3055555555556	27.3327777777778
Grootvlei				RSA	Mpumalanga	Dorp	Non_Perennial	-27.0327777777778	29.5669444444444
Grootvlei				RSA	Northern Cape	Dorp	Area	-29.8652777777778	17.5841666666667
Grootvlei				RSA	Free State	Dorp	Area	-29.1944444444444	26.2702777777778
Grootvlei				RSA	Northern Cape	Dorp	Marsh Vlei	-30.2080555555556	17.7816666666667
Grootvlei				RSA	Northern Cape	Dorp	Dry	-30.1655555555556	18.5719444444444
Grootvlei				RSA	Northern Cape	Dorp	Marsh Vlei	-31.3177777777778	19.0252777777778
Grootvlei				RSA	Northern Cape	Dorp	Area	-31.4447222222222	22.4647222222222
Grootvlei				RSA	Western Cape	Dorp	Non_Perennial	-32.7744444444444	19.5913888888889
Grootvlei				RSA	Eastern Cape	Dorp	Non_Perennial	-33.6677777777778	25.3558333333333
Grootvlei				RSA	Western Cape	Dorp	Lake	-34.3608333333333	18.8866666666667
Grootvlei				RSA	Western Cape	Dorp	Marsh Vlei	-34.1116666666667	19.8569444444444
Grootvlei				RSA	Western Cape	Dorp	Marsh Vlei	-34.5733333333333	19.3922222222222
Grootvlei				RSA	Western Cape	Dorp	Perennial	-34.0241666666667	21.3966666666667
Grootvlei				RSA	Western Cape	Dorp	Non_Perennial	-34.1138888888889	21.4269444444444
Groutville				RSA	KwaZulu-Natal	Sendingplek	Town	-29.3894444444444	31.2469444444444
Groutville				RSA	KwaZulu-Natal	Sendingplek	Station	-29.4080555555556	31.2530555555556
Guguletu				RSA	Eastern Cape	Township	Group of huts	-32.1647222222222	26.7222222222222
Guguletu				RSA	Western Cape	Township	Urban Area	-33.9822222222222	18.5683333333333
Gunda				RSA	Limpopo	Dorp	Settlement	-22.705184	30.828545
Gundani				RSA	Limpopo	Dorp	Settlement	-22.6555556	30.6305556
Haaibaai				RSA		Baai	Bay	-34.4333333333333	21.3158333333333
Haarlem				RSA	Western Cape	Dorp	Town	-33.7338888888889	23.3386111111111
Hackney				RSA	Eastern Cape	Nedersetting	Town	-32.3155555555556	26.6483333333333
Haddon				RSA	Gauteng	Voorstad	Town	-26.2588888888889	28.0341666666667
Haenertsburg				RSA	Limpopo	Dorp	Town	-23.9430555555556	29.9405555555556
Hamatidza				RSA	Limpopo	Dorp	Settlement	-22.8754	30.066517
Hamberg				RSA	Gauteng	Voorstad	Station	-26.1672222222222	27.8947222222222
Hamberg				RSA	Gauteng	Voorstad	Town	-26.1702777777778	27.8902777777778
Hamburg				RSA	KwaZulu-Natal	Dorp	Mountain	-28.3516666666667	29.7997222222222
Hamburg				RSA	Eastern Cape	Dorp	Group of huts	-33.2913888888889	27.4538888888889
Hankey				RSA	Eastern Cape	Dorp	Station	-33.8366666666667	24.8819444444444
Hankey				RSA	Eastern Cape	Dorp	Urban Area	-33.8327777777778	24.8836111111111
Hanover				RSA	Northern Cape	Dorp	Urban Area	-31.0675	24.4436111111111
Harburg				RSA	KwaZulu-Natal	Dorp	Town	-29.4105555555556	30.7369444444444
Harding				RSA	KwaZulu-Natal	Dorp	Station	-30.5797222222222	29.8772222222222
Harding				RSA	KwaZulu-Natal	Dorp	Town	-30.5758333333333	29.8847222222222
Harrismith				RSA	Free State	Dorp	Station	-28.2727777777778	29.1216666666667
Harrismith				RSA	Free State	Dorp	Urban Area	-28.2727777777778	29.1294444444444
Hartbeesfontein				RSA	North West	Dorp	Urban Area	-25.4366666666667	27.4861111111111
Hartbeesfontein				RSA	North West	Dorp	Town	-26.7652777777778	26.4213888888889
Hartbeesfontein				RSA	North West	Dorp	Station	-26.7763888888889	26.4230555555556
Hartbeesfontein				RSA	Western Cape	Dorp	Area	-33.025	22.8833333333333
Hartenbos				RSA	Western Cape	Baai	Station	-34.1283333333333	22.1133333333333
Hartenbos				RSA	Western Cape	Baai	Urban Area	-34.12	22.1075
Hartswater				RSA	Northern Cape	Dorp	Urban Area	-27.7516666666667	24.81
Hartswater				RSA	Northern Cape	Dorp	Station	-27.77	24.7927777777778
Hatfield				RSA	Gauteng	Voorstad	Town	-25.7508333333333	28.2430555555556
Hawston				RSA	Western Cape	Baai	Urban Area	-34.3886111111111	19.1316666666667
Hazelwood				RSA	Gauteng	Voorstad	Town	-25.7763888888889	28.2586111111111
Hazelwood				RSA	KwaZulu-Natal	Voorstad	Town	-30.2955555555556	30.6722222222222
Hazyview				RSA	Mpumalanga	Dorp	Town	-25.0430555555556	31.1280555555556
Hazyview				RSA	Mpumalanga	Dorp	Station	-25.0391666666667	31.2316666666667
Heatonville				RSA	KwaZulu-Natal	Nedersetting	Town	-28.7416666666667	31.7861111111111
Heatonville				RSA	KwaZulu-Natal	Nedersetting	Station	-28.6594444444444	31.7861111111111
Hectorspruit				RSA	Mpumalanga	Dorp	Town	-25.4394444444444	31.6827777777778
Hectorspruit				RSA	Mpumalanga	Dorp	Station	-25.4361111111111	31.6766666666667
Heidelberg				RSA	Gauteng	Dorp	Urban Area	-26.4972222222222	28.3591666666667
Heidelberg				RSA	Gauteng	Dorp	Station	-26.5088888888889	28.3708333333333
Heidelberg				RSA	Eastern Cape	Dorp	Mountain	-32.2688888888889	25.9666666666667
Heidelberg				RSA	Western Cape	Dorp	Urban Area	-34.0927777777778	20.955
Heilbron				RSA	Free State	Dorp	Urban Area	-27.2863888888889	27.9694444444444
Heilbron				RSA	Free State	Dorp	Station	-27.2911111111111	27.9652777777778
Helpmekaar				RSA	KwaZulu-Natal	Dorp	Town	-28.4461111111111	30.4202777777778
Helpmekaar				RSA	Northern Cape	Dorp	Road	-30.445	18.0644444444444
Helpmekaar				RSA	Western Cape	Dorp	Area	-33.2713888888889	20.9127777777778
Hendrina				RSA	Mpumalanga	Dorp	Town	-26.1583333333333	29.7161111111111
Henley on Klip				RSA	Gauteng	Dorp	Town	-26.5352777777778	28.0611111111111
Henley on Klip				RSA	Gauteng	Dorp	Station	-26.5236111111111	28.0405555555556
Hennenman				RSA	Free State	Dorp	Urban Area	-27.9758333333333	27.0213888888889
Hennenman				RSA	Free State	Dorp	Station	-27.975	27.275
Herbertsdale				RSA	Western Cape	Dorp	Urban Area	-34.0152777777778	21.7616666666667
Hercules				RSA	Gauteng	Voorstad	Station	-25.7233333333333	28.1677777777778
Heriotdale				RSA	Gauteng	Voorstad		-26.2125	28.1233333333333
Herlear				RSA	Northern Cape	Voorstad	Urban Area	-28.7475	24.7855555555556
Hermanstad				RSA	Gauteng	Voorstad	Town	-25.7163888888889	28.1616666666667
Hermanus				RSA	Western Cape	Dorp	Urban Area	-34.4175	19.2361111111111
Hermanus				RSA	Western Cape	Dorp	Urban Area	-34.4111111111111	19.2538888888889
Hermon				RSA	Western Cape	Dorp	Station	-33.4377777777778	18.9686111111111
Hermon				RSA	Western Cape	Dorp	Urban Area	-33.4369444444444	18.9680555555556
Herschel				RSA	Eastern Cape	Dorp	Town	-30.6152777777778	27.1627777777778
Hertzog				RSA	Eastern Cape	Dorp	Group of huts	-32.5794444444444	26.7177777777778
Hertzogville				RSA	Free State	Dorp	Town	-28.1266666666667	25.5052777777778
Heuningbos				RSA	Eastern Cape	Plek	Bush Area	-33.9327777777778	23.8036111111111
Heuningbos				RSA	Western Cape	Plek	Other	-34.3691666666667	21.2586111111111
Heuningvlei				RSA	Northern Cape	Nedersetting	Dry	-29.6613888888889	19.3169444444444
Hibberdene				RSA	KwaZulu-Natal	Dorp	Town	-30.5719444444444	30.5736111111111
Hibberdene				RSA	KwaZulu-Natal	Dorp	Station	-30.5747222222222	30.5752777777778
Highlands				RSA	Eastern Cape	Voorstad	Station	-33.3380555555556	26.3172222222222
Hillary				RSA	KwaZulu-Natal	Voorstad	Station	-29.8888888888889	30.9422222222222
Hillary				RSA	KwaZulu-Natal	Voorstad	Town	-29.8833333333333	30.9402777777778
Hillbrow				RSA	Gauteng	Voorstad	Town	-26.1880555555556	28.0483333333333
Hillcrest				RSA	Gauteng	Voorstad	Town	-25.7580555555556	28.2416666666667
Hillcrest				RSA	KwaZulu-Natal	Voorstad	Urban Area	-29.7755555555556	30.7655555555556
Hillcrest				RSA	KwaZulu-Natal	Voorstad	Station	-29.7783333333333	30.7675
Hillcrest				RSA	Eastern Cape	Voorstad	Urban Area	-31.5713888888889	28.7997222222222
Hillcrest				RSA	Eastern Cape	Voorstad	Group of huts	-32.7963888888889	26.8411111111111
Hillcrest				RSA	Western Cape	Voorstad	Urban Area	-33.66	18.9952777777778
Hilton				RSA	Free State	Gebied-Dorp	Urban Area	-29.1019444444444	26.2430555555556
Hilton				RSA	KwaZulu-Natal	Gebied-Dorp	Station	-29.5538888888889	30.3019444444444
Hilton				RSA	KwaZulu-Natal	Gebied-Dorp	Town	-29.5522222222222	30.3016666666667
Hilton				RSA	Eastern Cape	Gebied-Dorp	Town	-30.6977777777778	26.6994444444444
Himeville				RSA	KwaZulu-Natal	Dorp	Town	-29.7461111111111	29.5144444444444
Hlabisa				RSA	KwaZulu-Natal	Dorp	Urban Area	-28.1458333333333	31.8752777777778
Hlanganani				RSA	Limpopo	Dorp	Group of huts	-23.1927777777778	30.2325
Hlatikulu				RSA	KwaZulu-Natal	Dorp	Kop	-29.2330555555556	29.6691666666667
Hlatikulu				RSA	KwaZulu-Natal	Dorp	Mouth	-29.2577777777778	29.8691666666667
Hlatikulu				RSA	Eastern Cape	Dorp	Other	-31.4922222222222	28.9188888888889
Hlatikulu				RSA	Eastern Cape	Dorp	Kop	-32.7569444444444	26.7208333333333
Hlatikulu				RSA	Eastern Cape	Dorp	Non Perennial	-32.8752777777778	27.1663888888889
Hlauhlau				RSA	Mpumalanga	Nedersetting	Town	-25.3561111111111	31.1677777777778
Hlauhlau				RSA	Mpumalanga	Nedersetting	Mouth	-25.3591666666667	31.2769444444444
Hlengesha	Schulzendal			RSA	Mpumalanga	Nedersetting	Settlement	-25.75	31.5166667
Hlomendlini				RSA	Eastern Cape	Nedersetting	Group of huts	-30.5852777777778	27.2780555555556
Hluhluwe				RSA	KwaZulu-Natal	Dorp	Station	-28.0225	32.2802777777778
Hluhluwe				RSA	KwaZulu-Natal	Dorp	Town	-28.0175	32.2691666666667
Hluhluwe				RSA	KwaZulu-Natal	Dorp	Mouth	-28.0425	32.3697222222222
Hluhluwe				RSA	KwaZulu-Natal	Dorp	Perennial	-30.1111111111111	30.7305555555556
Hlutankungu				RSA	KwaZulu-Natal	Nedersetting	Station	-30.2827777777778	30.3113888888889
Hlutankungu				RSA	KwaZulu-Natal	Nedersetting	Area	-30.2744444444444	30.3330555555556
Hobhouse				RSA	Free State	Dorp	Urban Area	-29.53	27.1338888888889
Hoedspruit				RSA	Limpopo	Dorp	Station	-24.3522222222222	30.9563888888889
Hoedspruit				RSA	Limpopo	Dorp	Urban Area	-24.3533333333333	30.9452777777778
Hoedspruit				RSA	North West	Dorp	Non Perennial	-25.6655555555556	27.4444444444444
Hoffenthal				RSA	KwaZulu-Natal	Sendingplek	Area	-28.79	29.2794444444444
Hofmeyr				RSA	Eastern Cape	Dorp	Station	-31.6572222222222	25.7997222222222
Hofmeyr				RSA	Eastern Cape	Dorp	Town	-31.6522222222222	25.8041666666667
Hogsback				RSA	KwaZulu-Natal	Dorp	Kop	-29.5461111111111	30.3455555555556
Hogsback				RSA	Eastern Cape	Dorp	Area	-32.6027777777778	26.9419444444444
Homestead Park				RSA	Gauteng	Voorstad	Town	-26.2022222222222	27.9969444444444
Hondeklipbaai				RSA	Northern Cape	Baai	Town	-30.3163888888889	17.2772222222222
Hondeklipbaai				RSA		Baai	Bay	-30.3155555555556	17.2736111111111
Hoopstad				RSA	Free State	Dorp	Town	-27.8316666666667	25.9197222222222
Hopefield				RSA	Gauteng	Dorp	Town	-26.4183333333333	27.8186111111111
Hopefield				RSA	Western Cape	Dorp	Urban Area	-33.0655555555556	18.3508333333333
Hopefield				RSA	Western Cape	Dorp	Station	-33.0644444444444	18.3527777777778
Hopetown				RSA	Northern Cape	Dorp	Urban Area	-29.6230555555556	24.0833333333333
Horees				RSA	Northern Cape	Plek	Area	-29.4052777777778	17.5702777777778
Horseshoe				RSA	Mpumalanga	Voorstad	Railway	-25.6397222222222	30.3797222222222
Horseshoe				RSA	Eastern Cape	Voorstad	Station	-32.9655555555556	27.8447222222222
Horseshoe				RSA	Eastern Cape	Voorstad	Area	-33.6769444444444	25.8363888888889
Horseshoe				RSA	Eastern Cape	Voorstad	Area	-33.5358333333333	26.8019444444444
Hotazel				RSA	Northern Cape	Dorp	Station	-27.2216666666667	22.9666666666667
Houghton Estate				RSA	Gauteng	Voorstad	Town	-26.1583333333333	28.0572222222222
Houtbaai				RSA		Baai	Harbour	-34.0541666666667	18.3488888888889
Houtbaai				RSA		Baai	Urban Area	-34.0583333333333	18.3461111111111
Houtbaai				RSA		Baai	Bay	-34.0586111111111	18.355
Houtbosdorp				RSA	Limpopo	Dorp	Town	-23.8147222222222	29.8997222222222
Huguenot				RSA	Western Cape	Gebied-Dorp	Station	-33.73	18.9772222222222
Huguenot				RSA	Western Cape	Gebied-Dorp	Urban Area	-33.7286111111111	18.9802777777778
Humansdorp				RSA	Eastern Cape	Dorp	Urban Area	-34.0227777777778	24.745
Humansdorp				RSA	Eastern Cape	Dorp	Station	-34.0241666666667	24.7691666666667
Humewood				RSA	Eastern Cape	Voorstad	Urban Area	-33.9777777777778	25.6413888888889
Huntingdon				RSA	Mpumalanga	Gebied-Dorp	Group of huts	-24.9177777777778	31.4133333333333
Hurlingham				RSA	Gauteng	Voorstad	Town	-26.1022222222222	28.0277777777778
Hutchinson				RSA	Northern Cape	Dorp	Station	-31.4975	23.1891666666667
Hyde Park				RSA	Gauteng	Voorstad	Urban Area	-26.1197222222222	28.0397222222222
Hyde Park				RSA	KwaZulu-Natal	Voorstad	Town	-28.5325	29.7877777777778
Ikageleng				RSA	North West	Gebied-Dorp	Town	-25.4958333333333	25.9291666666667
Ikageleng				RSA	North West	Gebied-Dorp	Urban Area	-25.5622222222222	26.1005555555556
Ikageng				RSA	North West	Gebied-Dorp	Town	-26.7169444444444	27.055
Ikhutseng				RSA	Northern Cape	Gebied-Dorp	Urban Area	-28.1233333333333	24.8544444444444
Illovo				RSA	Gauteng	Voorstad	Urban Area	-26.1227777777778	28.0552777777778
Illovo Beach				RSA	KwaZulu-Natal	Dorp	Town	-30.1158333333333	30.8494444444444
Illovo Beach				RSA	KwaZulu-Natal	Dorp	Station	-30.1175	30.8505555555556
iMbali				RSA	KwaZulu-Natal	Gebied-Dorp	Town	-29.6588888888889	30.3472222222222
Impalapark				RSA	Gauteng	Gebied-Dorp	Town	-26.1611111111111	28.2666666666667
Impendle				RSA	KwaZulu-Natal	Dorp	Town	-29.5991666666667	29.8669444444444
Impumelelo				RSA	Gauteng	Township	Town	-26.3463888888889	28.7708333333333
Imvani				RSA	Eastern Cape	Nedersetting	Station	-32.0313888888889	27.0594444444444
Imvani				RSA	Eastern Cape	Nedersetting	Town	-32.0319444444444	27.0772222222222
Inanda				RSA	Gauteng	Plek	Urban Area	-26.1186111111111	28.0591666666667
Inanda				RSA	KwaZulu-Natal	Plek	Urban Area	-29.715	30.95
Inanda				RSA	KwaZulu-Natal	Plek	Group of huts	-29.7413888888889	30.7738888888889
Inchanga				RSA	KwaZulu-Natal	Dorp	Town	-29.7375	30.6641666666667
Inchanga				RSA	KwaZulu-Natal	Dorp	Group of huts	-29.7113888888889	30.665
Inchanga				RSA	KwaZulu-Natal	Dorp	Station	-29.7416666666667	30.6644444444444
Inchanga Park				RSA	KwaZulu-Natal	Dorp	Town	-29.7308333333333	30.6430555555556
Indwe				RSA	Eastern Cape	Dorp	Urban Area	-31.4677777777778	27.3386111111111
Indwe				RSA	Eastern Cape	Dorp	Station	-31.4672222222222	27.3430555555556
Indwe				RSA	Eastern Cape	Dorp	Mouth	-31.9916666666667	27.3538888888889
Ingogo				RSA	KwaZulu-Natal	Nedersetting	Station	-27.5991666666667	29.8558333333333
Ingwavuma				RSA	KwaZulu-Natal	Dorp	Town	-27.1336111111111	31.9966666666667
Intongana				RSA	Eastern Cape	Nedersetting	Other	-31.4577777777778	28.6144444444444
Ipopeng				RSA	Free State	Gebied-Dorp	Group of huts	-29.7369444444444	25.3144444444444
Ireagh				RSA	Mpumalanga	Nedersetting	Station	-24.8666666666667	31.3033333333333
Ireagh				RSA	Mpumalanga	Nedersetting	Town	-24.835	31.3119444444444
Irene				RSA	Gauteng	Gebied-Dorp	Town	-25.8683333333333	28.2177777777778
Irene				RSA	Gauteng	Gebied-Dorp	Station	-25.8752777777778	28.2247222222222
Irene Estate				RSA	Gauteng	Gebied-Dorp	Township	-25.8333333333333	28.2333333333333
Isinuka		Kry slegs Isinuka in korpusse/Google		RSA	Eastern Cape	Plek	Bush Area	-31.6116666666667	29.4866666666667
Isipingo Beach				RSA	KwaZulu-Natal	Dorp	Town	-29.9941666666667	30.9461111111111
Isisekelo				RSA	Gauteng	Dorp	Town	-26.0166667	28.2333333
Island View				RSA	KwaZulu-Natal	Voorstad	Station	-29.8922222222222	31.0377777777778
Island View				RSA	KwaZulu-Natal	Voorstad	Town	-29.8902777777778	31.0375
Iswepe				RSA	Mpumalanga	Dorp	Station	-26.8427777777778	30.5238888888889
Iswepe				RSA	Mpumalanga	Dorp	Town	-26.8427777777778	30.5252777777778
Itshehlope				RSA	KwaZulu-Natal	Nedersetting	Kop	-30.0583333333333	30.7858333333333
Itsoseng				RSA	Gauteng	Gebied-Dorp	Group of huts	-25.5588888888889	28.0566666666667
Itsoseng				RSA	North West	Gebied-Dorp	Town	-26.0805555555556	25.8880555555556
Itumeleng				RSA	Gauteng	Gebied-Dorp	Group of huts	-25.5633333333333	28.0658333333333
Itumeleng				RSA	Free State	Gebied-Dorp	Group of huts	-29.7688888888889	25.4383333333333
Ivory Park				RSA	Gauteng	Gebied-Dorp	Town	-25.9875	28.2038888888889
Izingolweni				RSA	KwaZulu-Natal	Dorp	Station	-30.7838888888889	30.1244444444444
Izingolweni				RSA	KwaZulu-Natal	Dorp	Area	-30.7791666666667	30.1255555555556
iZotsha				RSA	KwaZulu-Natal	Nedersetting	Station	-30.78	30.3922222222222
Jabavu				RSA	Gauteng	Voorstad	Town	-26.2466666666667	27.8736111111111
Jabavu				RSA	KwaZulu-Natal	Voorstad	Group of huts	-28.2727777777778	30.5330555555556
Jabavu				RSA	Eastern Cape	Voorstad	Town	-30.2452777777778	28.7683333333333
Jacobs				RSA	KwaZulu-Natal	Voorstad	Town	-29.9263888888889	30.9866666666667
Jacobs				RSA	KwaZulu-Natal	Voorstad	Station	-29.9236111111111	30.9869444444444
Jacobsdal				RSA	Free State	Dorp	Urban Area	-29.1255555555556	24.7744444444444
Jagersfontein				RSA	Free State	Dorp	Town	-29.7605555555556	25.4283333333333
Jagersfontein				RSA	Free State	Dorp	Station	-29.7877777777778	25.4233333333333
Jakkalsdraai				RSA	North West	Dorp	Group of huts	-26.6958333333333	24.0397222222222
Jakkalsdraai				RSA	Northern Cape	Dorp	Area	-30.8175	18.1777777777778
Jamestown				RSA	Eastern Cape	Dorp	Urban Area	-31.1213888888889	26.8072222222222
Jamestown				RSA	Eastern Cape	Dorp	Station	-31.1227777777778	26.8002777777778
Jamestown				RSA	Western Cape	Dorp	Town	-33.9791666666667	18.8491666666667
Jan Kempdorp				RSA	Northern Cape	Dorp	Urban Area	-27.9222222222222	24.8494444444444
Jan Kempdorp				RSA	Northern Cape	Dorp	Station	-27.9069444444444	24.8230555555556
Jansenville				RSA	Eastern Cape	Dorp	Urban Area	-32.9433333333333	24.6708333333333
Jeppestown				RSA	Gauteng	Voorstad	Town	-26.2022222222222	28.0708333333333
Johannesburg				RSA	Gauteng	Stad	Station	-26.1972222222222	27.9794444444444
Johannesburg				RSA	Gauteng	Stad	Urban Area	-26.205	28.0497222222222
Joubertina				RSA	Eastern Cape	Dorp	Urban Area	-33.825	23.8577777777778
Joubertina				RSA	Eastern Cape	Dorp	Station	-33.8266666666667	23.8544444444444
Jozini				RSA	KwaZulu-Natal	Dorp	Town	-27.4302777777778	32.0669444444444
Judith's Paarl				RSA	Gauteng	Voorstad	Town	-26.1919444444444	28.0761111111111
Kaalfontein				RSA	Gauteng	Dorp	Non Perennial	-26.0305555555556	28.2119444444444
Kaalfontein				RSA	Gauteng	Dorp	Station	-26.0355555555556	28.2547222222222
Kaalfontein				RSA	Eastern Cape	Dorp	Group of huts	-31.4388888888889	27.1944444444444
Kaapmuiden				RSA	Mpumalanga	Dorp	Station	-25.5319444444444	31.3319444444444
Kaapmuiden				RSA	Mpumalanga	Dorp	Town	-25.5327777777778	31.3338888888889
Kaapsehoop				RSA	Mpumalanga	Dorp	Town	-25.59	30.7672222222222
Kaapstad				RSA	Western Cape	Stad	Urban Area	-33.9288888888889	18.4172222222222
Kaapstad				RSA	Western Cape	Stad	Station	-33.9222222222222	18.4269444444444
Kadobi	Ka-madobi			RSA	Mpumalanga	Nedersetting	Settlement	-23.1833333	30.3833333
Kagiso				RSA	North West	Gebied-Dorp	Urban Area	-25.3544444444444	27.0786111111111
Kagiso				RSA	North West	Gebied-Dorp	Group of huts	-26.2641666666667	23.4925
Kagiso				RSA	Gauteng	Gebied-Dorp	Town	-26.1577777777778	27.7813888888889
Kakamas				RSA	Northern Cape	Dorp	Urban Area	-28.7730555555556	20.615
Kalbaskraal				RSA	Western Cape	Dorp	Urban Area	-33.5725	18.6483333333333
Kalbaskraal				RSA	Western Cape	Dorp	Station	-33.5713888888889	18.6486111111111
Kalinyanga				RSA	Eastern Cape	Nedersetting	Group of huts	-31.6858333333333	28.0522222222222
Kalkbaai				RSA		Dorp	Harbour	-34.1269444444444	18.45
Kalkbaai				RSA		Dorp	Urban Area	-34.1291666666667	18.4505555555556
Kalomantasha				RSA	Mpumalanga	Nedersetting	Settlement	-25.954564	31.815501
Kamakhatheni	Kabhunya			RSA	Mpumalanga	Nedersetting	Settlement	-25.851545	31.831011
Kamasheshane	New-Village			RSA	Mpumalanga	Nedersetting	Settlement	-25.899485	31.932155
Kamieskroon				RSA	Northern Cape	Dorp	Town	-30.2088888888889	17.9355555555556
Kammiebos				RSA	Eastern Cape	Nedersetting	Station	-33.9016666666667	24.1361111111111
Kampsbaai				RSA	Western Cape	Voorstad	Bay	-34.4552777777778	20.7394444444444
Kana				RSA	North West	Gebied-Dorp	Town	-25.5763888888889	27.3013888888889
Kap-Kap				RSA	Northern Cape	Nedersetting	Area	-30.2486111111111	18.4416666666667
Kareedouw				RSA	Eastern Cape	Dorp	Urban Area	-33.9516666666667	24.2908333333333
Kariega		Voorheen Uitenhage		RSA	Eastern Cape	Dorp	Station	-33.4352777777778	25.27
Karridene				RSA	KwaZulu-Natal	Baai	Station	-30.1272222222222	30.8461111111111
Karridene				RSA	KwaZulu-Natal	Baai	Town	-30.1247222222222	30.8463888888889
Kasibhejane				RSA	Mpumalanga	Nedersetting	Settlement	-25.651545	31.798857
Kasouga				RSA	Eastern Cape	Nedersetting	Town	-33.6475	26.7361111111111
Katjibane				RSA	Mpumalanga	Dorp	Post Office	-25.0166667	28.6333333
Katkop		Nou Ngqayi		RSA	Free State	Dorp	Kop	-27.4183333333333	28.1291666666667
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-28.8652777777778	16.9813888888889
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-29.2663888888889	17.9436111111111
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-29.3247222222222	18.0577777777778
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-29.1727777777778	18.7030555555556
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-29.7402777777778	20.6402777777778
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-30.5980555555556	17.9752777777778
Katkop		Nou Ngqayi		RSA	Western Cape	Dorp	Kop	-30.8613888888889	18.6491666666667
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-30.6233333333333	22.6166666666667
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-30.855	23.4283333333333
Katkop		Nou Ngqayi		RSA	Eastern Cape	Dorp	Kop	-30.8819444444444	28.5072222222222
Katkop		Nou Ngqayi		RSA	Western Cape	Dorp	Kop	-31.795	18.8969444444444
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-31.3469444444444	20.5613888888889
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-31.1597222222222	23.8366666666667
Katkop		Nou Ngqayi		RSA	Northern Cape	Dorp	Kop	-31.6941666666667	23.7566666666667
Katkop		Nou Ngqayi		RSA	Eastern Cape	Dorp	Kop	-31.9319444444444	25.4530555555556
Katkop		Nou Ngqayi		RSA	Western Cape	Dorp	Kop	-33.3813888888889	18.4525
Katkop		Nou Ngqayi		RSA	Western Cape	Dorp	Kop	-33.4388888888889	20.0102777777778
Katkop		Nou Ngqayi		RSA	Western Cape	Dorp	Kop	-33.7275	20.8661111111111
Katlehong				RSA	Gauteng	Gebied-Dorp	Station	-26.3072222222222	28.1616666666667
Katlehong				RSA	Gauteng	Gebied-Dorp	Urban Area	-26.3386111111111	28.1511111111111
Kazibokwane				RSA	Mpumalanga	Nedersetting	Settlement	-25.669175	31.8
Keidebees				RSA	Northern Cape	Nedersetting	Area	-28.4413888888889	21.2922222222222
Keimoes				RSA	Northern Cape	Dorp	Urban Area	-28.6983333333333	20.9588888888889
Keimoes				RSA	Northern Cape	Dorp	Station	-28.7047222222222	20.97
Keiskammahoek				RSA	Eastern Cape	Dorp	Town	-32.6816666666667	27.1513888888889
Kelvin				RSA	Gauteng	Voorstad	Urban Area	-26.075	28.0947222222222
Kempton Park				RSA	Gauteng	Stad	Urban Area	-26.0963888888889	28.2336111111111
Kempton Park				RSA	Gauteng	Stad	Station	-26.1080555555556	28.2277777777778
Kenhardt				RSA	Northern Cape	Dorp	Urban Area	-29.3494444444444	21.1555555555556
Kenhardt				RSA	Northern Cape	Dorp	Station	-29.3005555555556	21.0477777777778
Kenilworth				RSA	Gauteng	Voorstad	Town	-26.2461111111111	28.0488888888889
Kenilworth				RSA	Northern Cape	Voorstad	Urban Area	-28.7080555555556	24.7875
Kenilworth				RSA	Free State	Voorstad	Area	-29.0230555555556	26.15
Kenilworth				RSA	Western Cape	Voorstad	Station	-33.9947222222222	18.4736111111111
Kenilworth				RSA	Western Cape	Voorstad	Urban Area	-33.9941666666667	18.4683333333333
Kensington				RSA	Gauteng	Voorstad	Town	-26.1961111111111	28.0969444444444
Kensington				RSA	Eastern Cape	Voorstad	Group of huts	-32.1963888888889	27.6794444444444
Kensington				RSA	Western Cape	Voorstad	Urban Area	-33.9144444444444	18.5069444444444
Kestell				RSA	Free State	Dorp	Town	-28.3119444444444	28.7033333333333
Keurboomstrand				RSA	Western Cape	Dorp	Urban Area	-34.0019444444444	23.4572222222222
Keurboomstrand				RSA	Western Cape	Dorp	Sandy Area	-34.0058333333333	23.4475
